hour,small_part,med_part,sulf_diox,nitr_diox,trioxygen,temp,pres,rain,wind,wind_sp,date,carb_monox
16,54.0,124.0,34.8432,67.5437,132.1614,26.6,1002.4,0.0,WSW,0.7,20-Jun-2014,1222.923
4,,,,,,26.6,994.9,0.0,E,1.0,29-Jul-2015,1222.923
20,131.0,144.0,62.0,97.0,10.0,4.5,1010.9,0.0,NE,2.0,10-Mar-2015,2100.0
22,116.0,285.0,43.0,90.0,62.0,18.5,1005.2,0.0,SE,1.0,17-Apr-2016,1100.0
17,90.0,68.0,28.0,41.0,37.0,-3.7,1015.3,0.1,SE,0.7,7-Feb-2015,1300.0
12,13.0,18.0,2.0,18.0,112.0,33.1,995.9,0.0,WSW,1.4,13-Jul-2017,400.0
7,160.0,160.0,2.0,44.0,7.0,11.3,1011.7,0.0,NW,0.9,14-Oct-2017,1900.0
9,92.0,142.0,52.0,88.0,,19.4,1008.4,0.0,NNW,0.9,2-May-2014,1399.0
15,23.0,34.0,21.0,23.0,51.0,5.8,1018.0,0.0,W,3.2,13-Dec-2015,500.0
5,58.0,93.0,13.0,47.0,22.0,7.6,993.5,0.0,ESE,0.6,13-Apr-2014,900.0
13,74.0,74.0,13.0,30.0,261.0,31.0,1008.5,0.0,SE,2.2,9-Jul-2016,800.0
4,49.0,108.0,6.0,88.0,2.0,26.1,994.6,0.0,NNE,0.7,29-Jul-2014,800.0
14,97.0,97.0,5.0,14.0,176.0,33.1,995.6,0.0,WSW,3.9,29-Jul-2015,400.0
4,94.0,77.0,5.0,59.0,31.0,25.5,1000.1,0.0,S,0.8,13-Aug-2014,700.0
20,137.0,278.0,42.0,149.0,2.0,10.6,1005.5,0.0,SE,1.3,15-Mar-2015,2300.0
13,25.0,25.0,2.0,28.0,87.0,18.1,1001.6,0.0,SW,3.1,11-May-2016,600.0
7,169.0,170.0,10.0,61.0,2.0,-2.0,1020.0,0.0,NE,1.3,26-Jan-2016,3000.0
1,118.0,118.0,8.0,81.0,3.0,-1.7,1018.0,0.0,W,1.6,13-Dec-2016,2300.0
19,16.0,23.0,13.0,27.0,65.0,5.1,1018.1,0.0,NW,1.5,12-Mar-2015,500.0
13,96.0,123.0,105.0,76.0,14.5656,12.8,1009.9,0.0,S,1.5,8-Nov-2014,1600.0
21,143.0,179.0,48.0,120.0,3.0,4.4,1008.1,0.0,NNW,0.7,14-Mar-2016,2900.0
17,274.0,274.0,21.0,77.0,130.0,18.4,1014.3,0.0,ENE,1.0,10-Oct-2015,1600.0
11,297.0,297.0,43.0,124.0,4.0,2.6,1015.9,0.0,SW,1.0,7-Jan-2018,7500.0
3,52.0,59.0,21.0,71.0,22.0,17.7,1005.6,0.0,SSW,1.1,9-May-2014,500.0
16,52.0,77.0,37.0,43.0,42.0,-3.0,1029.3,0.0,SSE,2.5,29-Jan-2017,1800.0
6,67.0,67.0,2.0,86.0,4.0,22.9,1004.3,0.0,ENE,1.6,8-Aug-2015,1200.0
18,21.0,62.0,13.0,20.0,79.0,6.6,1013.0,0.0,W,2.4,7-Feb-2017,500.0
8,11.0,36.0,23.0,23.0,40.0,23.5,1002.5,0.0,NW,3.2,29-May-2014,200.0
10,37.0,112.0,42.0,35.0,43.0,4.9,1008.0,0.0,WNW,6.2,30-Dec-2014,800.0
15,40.0,65.0,3.0,28.0,91.0,18.5,1007.3,4.8,ENE,1.8,19-Jun-2016,700.0
11,10.0,19.0,4.0,27.0,42.0,23.8,1011.1,0.0,NNW,1.8,9-Sep-2016,700.0
7,45.0,82.0,32.0,54.0,,-7.6,1021.7,0.0,W,0.7,13-Dec-2014,1500.0
15,12.0,52.0,5.0,26.0,32.0,1.0,1016.3,0.0,SW,5.8,3-Dec-2016,400.0
18,104.0,104.0,10.0,52.0,12.0,3.5,1014.6,0.0,N,0.7,7-Jan-2018,1900.0
11,7.0,35.0,5.0,15.0,51.0,-2.2,1017.0,0.0,W,5.7,3-Dec-2015,400.0
11,16.0,16.0,26.0,27.0,44.0,-2.5,1029.5,0.0,N,0.8,10-Feb-2015,600.0
15,7.0,58.0,8.0,12.0,63.0,19.8,1011.0,0.0,W,3.2,5-Nov-2015,400.0
6,19.0,25.0,15.0,42.0,19.7064,6.8,1020.8,0.0,ENE,0.9,4-Nov-2014,600.0
10,106.0,106.0,4.0,114.0,10.0,27.2,1001.0,0.0,ENE,0.4,24-Jul-2015,1200.0
4,9.0,10.0,2.0,24.0,61.0,17.4,1000.7,0.0,NE,1.3,22-Jun-2015,400.0
1,175.0,202.0,13.0,24.0,126.0,27.3,996.9,0.0,E,2.0,24-Jun-2016,1200.0
0,150.0,150.0,6.0,24.0,119.0,20.9,993.4,0.0,ESE,2.7,1-May-2017,1200.0
17,38.0,214.0,8.0,27.0,148.0,24.8,1009.6,0.0,SW,4.7,22-Apr-2016,400.0
6,122.0,128.0,49.0,78.0,6.0,-2.0,1007.0,0.0,NW,0.8,18-Jan-2016,2800.0
1,57.0,85.0,6.0,77.0,,5.8,1017.9,0.0,ENE,0.5,21-Oct-2014,700.0
21,94.0,130.0,2.0,37.0,133.0,30.7,1000.9,0.0,ESE,2.2,4-Aug-2017,1800.0
0,18.0,18.0,2.0,11.0,102.0,19.8,1004.2,0.2,NNW,1.5,31-Aug-2015,700.0
4,22.0,35.0,2.0,12.0,99.0,20.6,1000.9,0.0,NNW,1.1,21-Jun-2016,400.0
15,15.0,15.0,2.0,19.0,71.0,29.4,1008.4,0.0,NE,3.9,25-Aug-2017,200.0
18,126.0,130.0,28.0,43.0,133.0,-0.1,1029.7,0.0,S,1.5,30-Jan-2018,900.0
21,23.0,58.0,2.0,33.0,110.0,26.3,1009.6,0.0,SSE,1.8,3-Sep-2016,700.0
4,248.0,300.0,32.0,152.0,2.0,8.6,1004.6,0.0,NE,0.8,26-Mar-2015,1800.0
3,11.0,24.0,17.0,33.0,38.0,1.0,1019.0,0.0,NW,2.1,21-Jan-2016,600.0
5,114.0,135.0,5.0,132.0,2.0,24.7,998.5,0.0,SE,0.8,21-Aug-2015,1300.0
17,11.0,22.0,4.0,19.0,91.0,30.8,1003.4,0.0,W,2.0,9-Sep-2017,200.0
3,189.0,189.0,2.0,73.0,53.0,15.6,1011.1,0.0,NW,0.9,2-Oct-2017,1200.0
17,9.0,9.0,3.0,12.0,77.0,33.9,992.2,0.0,NW,1.5,16-Jul-2014,300.0
13,25.0,53.0,8.0,21.0,86.0,23.1,1010.4,0.0,NNE,5.5,22-Mar-2015,400.0
18,63.0,95.0,13.0,57.0,40.0,5.8,1026.3,0.0,SW,1.1,1-Nov-2017,700.0
2,42.0,121.0,15.0,69.0,42.0,14.3,994.6,0.0,WSW,0.1,13-May-2015,600.0
18,16.0,51.0,5.0,15.0,193.0,30.1,1000.0,0.0,SW,3.0,29-May-2017,200.0
22,46.0,81.0,2.0,70.0,8.0,6.3,1019.2,0.0,NW,1.3,31-Oct-2016,800.0
10,68.0,68.0,5.0,20.0,120.0,28.4,1001.8,0.0,ESE,1.4,2-Jul-2017,800.0
10,18.0,18.0,24.0,41.0,11.5668,-0.2,1021.4,0.0,WSW,3.5,13-Dec-2014,1222.923
2,59.0,59.0,4.0,33.0,36.0,9.8,1007.5,0.0,NNW,1.4,20-Apr-2016,700.0
6,22.0,46.0,2.0,40.0,50.0,26.7,997.9,0.0,ESE,1.0,29-Jun-2015,400.0
2,96.0,96.0,10.0,87.0,67.0,22.9,997.6,0.0,ENE,0.7,6-Jun-2015,800.0
17,7.0,31.0,2.0,13.0,84.0,25.1,1001.2,0.0,NNW,5.1,6-May-2017,300.0
20,114.0,125.0,21.0,39.0,132.0,20.2,1007.0,0.0,E,0.7,4-May-2014,700.0
18,119.0,132.0,4.0,84.0,3.0,5.6,1027.0,0.0,ESE,0.7,11-Nov-2016,2500.0
17,55.0,55.0,2.0,18.0,166.0,27.8,1001.2,0.0,SE,3.3,18-Aug-2016,600.0
5,49.0,73.0,2.0,83.0,3.0,22.8,1002.8,0.0,NNE,1.0,19-Aug-2016,600.0
4,51.0,5.0,7.0,25.0,54.0,11.3,1016.3,0.0,NNW,3.3,3-Apr-2015,600.0
1,22.0,60.0,7.0,47.0,3.0,12.8,1022.8,0.0,SSE,1.3,30-Sep-2015,600.0
10,204.0,240.0,12.0,73.0,,14.2,1000.4,0.0,NE,1.3,13-Apr-2017,1600.0
20,130.0,146.0,9.0,21.0,262.0,28.8,1003.9,0.0,SSW,1.1,6-Jun-2017,1000.0
19,9.0,18.0,3.0,30.0,83.0,24.7,988.5,0.0,WNW,5.0,12-Jun-2016,500.0
12,12.0,96.0,5.0,66.0,55.0,9.2,1013.0,0.0,WNW,5.7,7-Mar-2017,500.0
13,38.0,65.0,5.0,34.0,156.0,28.0,1005.6,0.0,SSW,1.4,21-Sep-2014,500.0
12,95.0,146.0,19.0,38.0,98.0,16.8,1011.9,0.0,SSE,1.9,27-Mar-2016,800.0
3,12.0,18.0,2.0,25.0,53.0,21.6,993.9,0.0,NNE,1.0,14-Jul-2015,300.0
12,98.0,98.0,4.0,40.0,71.0,25.1,999.4,0.0,SSE,2.3,21-Jun-2015,1200.0
16,19.0,19.0,2.0,14.0,99.0,19.9,1011.4,0.0,SSE,2.3,6-Oct-2015,300.0
2,126.0,129.0,18.0,73.0,4.0,-1.5,1021.0,0.0,ENE,1.6,22-Feb-2017,2200.0
5,12.0,16.0,24.0,20.0,40.0,1.0,1019.0,0.0,NNE,2.4,21-Jan-2016,700.0
10,139.0,175.0,89.0,68.0,16.0,4.4,1014.2,0.0,ESE,1.4,8-Mar-2015,2700.0
12,48.0,80.0,46.0,57.0,9.0,4.2,1033.0,0.0,ENE,1.5,14-Dec-2015,1200.0
11,6.0,44.0,2.0,10.0,79.0,16.5,1018.0,0.0,NNW,3.4,5-Apr-2015,300.0
23,35.0,76.0,5.0,86.0,12.0,23.1,1000.9,0.0,ENE,0.8,2-Aug-2014,600.0
7,12.0,12.0,12.0,32.0,35.0,1.5,1016.9,0.0,NNE,2.1,2-Jan-2018,800.0
22,137.0,181.0,47.0,105.0,17.0,12.1,1004.5,0.0,ENE,1.2,15-Mar-2015,1800.0
12,184.0,184.0,2.0,57.0,120.0,27.7,1001.6,0.0,SE,1.2,21-Jul-2016,1400.0
6,36.0,83.0,6.0,,2.0,18.4,1006.9,0.0,E,1.3,27-May-2017,600.0
23,143.0,209.0,75.0,100.0,5.0,0.6,1018.0,0.0,E,1.5,6-Dec-2015,3300.0
5,9.0,32.0,2.0,26.0,35.0,12.3,1009.7,0.0,NNW,2.5,7-May-2017,200.0
11,14.0,32.0,5.0,12.0,90.6066,13.9,1010.0,0.0,NNE,3.6,11-Apr-2014,300.0
20,112.0,140.0,30.0,61.0,116.0,14.5,1013.7,0.0,SSW,0.8,23-Mar-2015,800.0
23,184.0,194.0,3.0,91.0,2.0,7.0,1009.5,0.0,NNE,0.9,18-Nov-2017,3000.0
7,41.0,72.0,14.0,42.0,19.0,23.0,1003.5,0.0,W,0.8,25-May-2014,600.0
2,135.0,135.0,2.0,16.0,52.0,22.7,990.7,0.0,NNW,1.2,26-Jun-2016,700.0
11,8.0,14.0,13.0,13.0,62.0,3.3,1020.5,0.0,SSW,1.7,4-Mar-2016,400.0
9,75.0,121.0,13.0,68.0,3.0,-4.2,1015.6,0.0,N,1.8,6-Dec-2017,3500.0
10,113.0,154.0,26.0,48.0,127.0,30.7,996.7,0.0,NE,1.8,1-Jul-2015,1200.0
19,68.0,77.0,2.5704,84.0,1.0,13.7,1013.3,0.0,W,0.9,13-Oct-2014,900.0
6,65.0,65.0,2.0,23.0,55.0,21.3,1000.9,3.6,NE,1.7,20-Jul-2017,600.0
15,34.0,34.0,5.0,6.0,84.0,2.4,1033.3,0.0,N,3.8,23-Feb-2017,300.0
18,14.0,19.0,2.0,15.0,88.0,6.6,1024.5,0.0,ENE,5.0,12-Apr-2016,300.0
23,42.0,104.0,15.0,66.0,22.0,15.7,1012.4,0.0,NE,1.7,29-Mar-2017,600.0
4,194.0,224.0,63.0,93.0,15.0,-2.6,1017.0,0.0,ENE,1.3,6-Mar-2016,2500.0
9,,,,,,-1.3,1026.0,0.0,NNW,0.9,29-Dec-2015,1222.923
1,22.0,30.0,7.0,62.0,42.0,3.0,1020.7,0.0,NE,0.6,26-Feb-2018,600.0
6,10.0,25.0,10.0,27.0,50.0,9.4,1011.8,0.0,NW,1.7,27-Mar-2017,600.0
21,207.0,207.0,8.0,36.0,189.0,28.2,991.7,0.0,E,1.3,7-Jul-2015,1300.0
19,72.0,104.0,3.0,25.0,232.0,31.6,987.6,0.0,S,1.5,30-Jul-2014,800.0
9,171.0,207.0,21.0,45.0,41.0,16.3,1005.4,0.0,S,1.3,1-Apr-2015,1400.0
20,28.0,35.0,2.0,73.0,62.0,25.7,998.8,0.0,S,1.0,30-Jul-2017,900.0
14,284.0,310.0,42.0,144.0,4.0,2.5,1016.3,0.0,SSW,1.1,31-Dec-2017,3700.0
6,89.0,105.0,7.0,46.0,71.0,21.2,997.3,0.0,NNW,1.4,4-Jun-2017,1100.0
23,195.0,225.0,55.0,118.0,2.0,-3.8,1030.9,0.0,E,1.3,12-Jan-2016,3900.0
9,108.0,108.0,2.0,51.0,40.0,20.9,992.5,0.0,NE,1.0,10-Jun-2016,1100.0
4,19.0,19.0,2.0,26.0,45.0,19.4,1004.1,0.0,ESE,0.5,31-Aug-2015,600.0
17,27.0,40.0,11.0,43.0,24.0,5.9,1018.0,0.0,SW,0.0,7-Nov-2015,800.0
20,9.0,30.0,5.0,21.0,53.0,3.1,1013.7,0.0,NNE,2.1,8-Dec-2017,500.0
2,69.0,69.0,45.0,44.0,23.0,-5.7,1016.7,0.0,NNW,1.5,22-Jan-2015,1400.0
9,12.0,45.0,7.0,40.0,32.0,31.7,1004.0,0.0,NNE,2.7,18-Aug-2014,500.0
21,10.0,62.0,2.0,15.0,72.0,5.2,1019.5,0.0,N,5.2,8-Mar-2016,300.0
4,15.0,17.0,36.0,29.0,32.0,-6.0,1030.0,0.0,N,1.9,31-Jan-2016,600.0
4,14.0,37.0,2.0,38.0,,19.2,1009.4,0.0,NNE,1.8,15-May-2016,300.0
3,227.0,252.0,19.0,118.0,6.0,2.9,1013.4,0.0,NNE,1.3,8-Dec-2017,4600.0
23,28.0,57.0,2.0,25.0,90.0,25.5,1004.7,0.0,ESE,1.9,3-Sep-2016,400.0
17,18.0,27.0,6.0,14.0,102.0,20.4,996.4,0.0,ESE,1.7,16-Apr-2014,300.0
0,25.0,28.0,3.0,50.0,24.0,11.0,994.8,0.0,SW,1.0,12-May-2015,600.0
6,18.0,29.0,3.0,41.0,26.0,15.8,1004.9,0.0,NE,0.8,9-Sep-2015,1100.0
15,40.0,61.0,6.0,6.0,214.0,33.2,995.1,0.0,SSW,1.9,12-Jul-2014,700.0
22,62.0,98.0,28.0,72.0,9.0,-1.0,1015.0,0.0,NW,2.2,9-Jan-2016,1800.0
6,59.0,111.0,7.0,80.0,5.0,9.9,1008.4,0.0,E,1.5,19-Apr-2017,1300.0
13,191.0,260.0,39.0,124.0,5.0,2.9,1019.9,0.0,SE,2.2,11-Dec-2017,3900.0
21,38.0,83.0,2.0,31.0,125.0,30.0,1001.6,0.0,SE,1.1,21-Aug-2017,1000.0
19,14.0,139.0,3.0,12.0,78.0,8.7,1010.3,0.0,NNW,6.1,8-Apr-2014,400.0
23,8.0,27.0,7.0,31.0,32.0,-2.1,1021.4,0.0,SE,0.7,5-Dec-2017,800.0
20,13.0,28.0,8.0,22.0,55.0,-2.7,1032.7,0.0,NW,4.3,21-Nov-2017,500.0
8,82.0,82.0,11.0,97.0,7.0,15.2,995.0,0.0,S,0.9,21-Apr-2017,1100.0
16,9.0,63.0,11.0,24.0,47.0,2.6,1020.0,0.0,WNW,2.9,12-Dec-2015,400.0
12,16.0,56.0,12.0,20.0,50.0,15.5,1014.8,0.0,SW,2.7,23-Oct-2014,300.0
0,136.0,169.0,54.0,99.0,8.0,-1.4,1025.0,0.0,NNE,0.6,15-Dec-2015,2600.0
6,224.0,224.0,2.0,39.0,12.0,8.8,1002.4,0.0,NW,0.1,25-Oct-2015,2000.0
6,55.0,80.0,2.0,66.0,5.0,6.2,1002.6,0.0,NNW,1.8,14-Apr-2016,1200.0
1,59.0,59.0,28.0,63.0,16.0,0.0,1019.0,0.0,SSW,0.2,6-Feb-2016,1800.0
19,83.0,90.0,6.0,94.0,66.0,25.2,999.8,0.0,E,2.2,24-Jun-2016,1000.0
14,14.0,14.0,2.0,16.0,73.0,31.3,1002.0,0.0,NW,2.1,27-Aug-2017,300.0
3,130.0,214.0,62.0,79.0,4.0,-2.6,1020.0,0.0,NNE,1.7,29-Dec-2015,4900.0
11,20.0,25.0,5.0,27.0,119.0,29.4,994.5,0.0,WSW,2.9,23-Jul-2014,300.0
20,76.0,149.0,32.0,44.0,159.0,23.0,1005.4,0.0,SE,2.5,16-May-2014,1200.0
6,9.0,6.0,14.0,12.0,55.0,-10.1,1029.0,0.0,NNE,1.4,9-Feb-2015,700.0
13,,53.0,5.0,38.0,123.0,29.2,1001.5,0.0,SE,1.6,7-Sep-2017,700.0
1,327.0,360.0,27.0,143.0,1.0,14.0,1017.7,0.0,SW,0.0,6-Oct-2014,2300.0
15,47.0,47.0,5.0,70.0,129.0,28.5,1001.9,0.0,NW,2.2,15-Jul-2016,900.0
22,41.0,34.0,25.0,59.0,1.0,-3.5,1016.2,0.0,NE,1.0,9-Dec-2014,1100.0
14,320.0,338.0,47.0,157.0,11.0,7.3,1015.2,0.0,SSE,1.4,29-Nov-2016,5800.0
23,501.0,561.0,134.0,130.0,1.0,-3.6,1018.9,0.0,NE,1.1,14-Feb-2015,3600.0
11,256.0,256.0,10.0,153.0,2.0,10.9,1003.7,0.0,ESE,2.3,5-Nov-2017,4800.0
15,164.0,164.0,36.0,85.0,56.0,14.6,1015.7,0.0,ENE,0.7,30-Oct-2015,1300.0
21,28.0,98.0,2.0,71.0,85.0,24.4,1004.0,0.0,NNW,1.1,26-Aug-2015,600.0
18,109.0,139.0,24.0,98.0,68.0,16.7,1004.1,0.0,SSE,2.2,2-Mar-2017,1300.0
5,61.0,95.0,2.0,53.0,25.0,24.5,995.5,0.0,W,1.7,24-Jul-2015,700.0
3,161.0,161.0,2.0,74.0,2.0,15.9,1007.7,0.0,SSW,0.9,19-Oct-2017,2300.0
14,183.0,183.0,7.0,29.0,229.0,29.9,1007.0,0.0,E,1.3,16-Sep-2017,1300.0
18,27.0,47.0,5.0,26.0,170.0,26.7,1004.0,0.0,WSW,1.1,17-Aug-2015,400.0
4,137.0,137.0,2.0,101.0,2.0,20.1,1012.8,0.0,NE,1.4,14-Sep-2017,1400.0
19,42.0,75.0,2.0,25.0,168.0,27.7,1003.5,0.0,SSW,2.2,29-Aug-2016,700.0
12,17.0,19.0,15.0,35.0,58.0,9.2,1012.6,0.0,SW,1.5,17-Feb-2017,500.0
15,170.0,170.0,9.0,52.0,172.0,24.5,1006.9,0.0,SE,1.5,2-Oct-2017,1200.0
19,91.0,130.0,19.0,57.0,52.0,5.7,1012.0,0.0,ESE,1.3,29-Mar-2014,1500.0
3,67.0,79.0,40.0,76.0,7.0,-3.6,1022.9,0.0,E,1.2,21-Feb-2017,2200.0
17,16.0,246.0,2.0,13.0,63.0,1.4,1021.0,0.0,NW,4.4,30-Nov-2015,300.0
5,4.0,9.0,3.0,,92.0,6.7,1005.2,0.0,NE,2.4,14-Apr-2014,200.0
17,7.0,17.0,2.0,18.0,104.0,33.3,997.6,0.0,SE,1.9,6-Aug-2015,200.0
4,8.0,8.0,2.0,19.0,50.0,16.4,1009.2,0.0,N,2.4,3-Oct-2016,400.0
12,345.0,345.0,12.0,99.0,27.0,20.4,1013.7,0.0,NE,0.0,9-Oct-2015,1900.0
11,107.0,154.0,40.0,87.0,5.0,5.1,1021.0,0.0,SSW,1.1,25-Nov-2015,2200.0
20,45.0,72.0,2.0,31.0,169.0,29.0,995.3,0.0,SSW,0.3,26-Jun-2015,700.0
21,11.0,20.0,2.0,16.0,49.0,25.7,995.9,0.0,NW,1.2,21-Aug-2016,300.0
22,35.0,51.0,2.0,29.0,108.0,28.1,993.6,0.0,E,1.1,4-Aug-2016,500.0
18,95.0,131.0,17.0,72.0,70.0,16.1,1009.7,0.0,SSE,1.2,2-Mar-2017,1300.0
5,77.0,77.0,2.0,19.0,63.0,14.4,1008.1,0.1,SE,2.2,4-Oct-2015,900.0
19,75.0,206.0,8.0,43.0,140.0,23.5,1011.9,0.0,WSW,4.4,24-Apr-2016,500.0
15,3.0,9.0,6.0,11.0,90.0,10.0,1018.2,0.0,SSW,2.9,13-Mar-2014,300.0
6,25.0,36.0,4.0,30.0,7.0,1.5,1014.7,0.0,WSW,0.0,29-Mar-2014,1100.0
2,12.0,12.0,2.0,18.0,44.0,12.1,1000.9,0.0,N,1.5,16-May-2017,400.0
18,189.0,189.0,8.0,35.0,156.0,24.3,989.1,0.0,SSE,0.8,11-May-2017,1300.0
13,345.0,380.0,44.0,155.0,2.0,8.4,1007.8,0.0,ESE,0.3,4-Mar-2017,5900.0
20,157.0,157.0,5.0,73.0,3.0,5.4,1025.4,0.0,SSE,1.2,10-Nov-2016,2600.0
20,352.0,372.0,106.0,100.0,18.0,-2.2,1015.2,0.0,NNW,1.2,14-Feb-2015,3100.0
20,46.0,105.0,2.0,34.0,136.0,24.1,997.0,0.0,SSE,2.9,10-May-2017,500.0
18,62.0,93.0,20.0,46.0,73.0,7.3,1013.4,0.0,SSE,1.7,18-Feb-2018,800.0
3,258.0,262.0,48.0,126.0,12.0,-3.7,1016.7,0.0,NW,0.6,2-Jan-2017,5500.0
23,9.0,13.0,2.0,14.0,83.0,10.4,1017.8,0.0,NNE,2.4,25-Mar-2017,500.0
20,67.0,89.0,33.0,81.0,5.0,-4.4,1025.3,0.0,E,1.1,29-Jan-2017,2000.0
9,143.0,143.0,21.0,50.0,79.0,24.7,1002.7,0.0,E,1.2,22-Jun-2016,1100.0
14,20.0,20.0,3.0,15.0,94.0,30.4,1006.7,0.0,WNW,2.3,18-Sep-2016,400.0
2,62.0,62.0,2.0,23.0,105.0,19.9,1009.5,0.0,NE,1.3,29-Aug-2015,800.0
1,32.0,32.0,2.0,57.0,35.0,26.3,1006.0,0.0,SE,1.8,8-Aug-2017,800.0
16,11.0,50.0,2.0,16.0,152.0,33.3,996.8,0.0,SSE,1.8,14-Aug-2017,700.0
15,280.0,222.0,19.0,98.0,22.0,18.9,1009.1,0.0,NW,1.0,29-Sep-2014,1600.0
2,57.0,80.0,7.0,69.0,2.0,0.9,1012.5,0.0,NNW,1.1,16-Nov-2017,1800.0
9,57.0,93.0,41.0,72.0,8.0,2.0,1014.9,0.0,E,1.6,14-Mar-2016,2400.0
11,62.0,83.0,6.0,80.0,1.0,19.8,1000.4,0.0,NNE,1.8,13-Sep-2014,1000.0
14,136.0,174.0,13.0,68.0,28.0,22.9,1001.7,0.0,SSE,2.1,26-May-2014,2899.0
18,28.0,99.0,19.0,26.0,49.0,-0.1,1024.4,0.0,NW,5.0,25-Dec-2014,700.0
0,14.0,14.0,2.0,18.0,99.0,21.0,1001.3,0.5,NE,0.7,13-Aug-2015,200.0
8,24.0,40.0,10.0,52.0,18.0,2.8,1023.6,0.0,NW,2.9,1-Dec-2017,900.0
12,12.0,55.0,3.0,5.0,99.0,20.5,1004.3,0.0,NNE,6.4,25-Apr-2014,200.0
16,29.0,41.0,8.0,26.0,44.7678,23.6,1012.7,0.0,SE,1.5,7-Oct-2014,1222.923
12,162.0,162.0,19.0,93.0,9.0,14.5,1010.9,0.0,E,1.1,31-Oct-2015,2900.0
9,39.0,39.0,2.0,52.0,30.0,27.0,1005.8,0.0,N,1.8,1-Aug-2017,800.0
9,107.0,124.0,2.0,29.0,36.0,25.0,999.0,0.0,SE,1.4,1-Aug-2016,1100.0
16,122.0,122.0,7.0,22.0,241.0,32.7,1001.8,0.0,S,2.6,8-Jul-2017,1300.0
22,13.0,26.0,5.0,15.0,79.0,21.9,1004.8,0.0,NNE,0.7,24-May-2014,300.0
21,38.0,100.0,9.0,109.0,0.2142,7.1,1012.2,0.0,N,0.2,11-Apr-2014,1100.0
14,156.0,129.0,17.0,25.0,41.0,18.8,1003.0,0.0,ESE,1.8,5-Jun-2014,1899.0
11,20.0,41.0,16.0,23.0,78.0,2.48,1019.0,0.0,SW,2.2,12-Jan-2018,400.0
7,,,28.0,56.0,18.0,23.3,1005.1,0.0,E,0.9,3-Jul-2016,2300.0
9,94.0,139.0,12.0,67.0,4.0698,11.1,1010.0,0.0,S,0.5,27-Oct-2014,1300.0
7,80.0,144.0,24.0,54.0,21.0,0.0,1023.0,0.0,W,6.2,15-Dec-2015,1200.0
14,60.0,64.0,41.0,60.0,43.0,5.0,1022.1,0.0,SE,0.9,3-Feb-2017,1700.0
3,236.0,236.0,32.0,132.0,2.0,-2.4,1022.1,0.0,ENE,1.7,15-Feb-2018,3900.0
7,11.0,11.0,5.0,39.0,33.0,-2.2,1023.7,0.0,W,1.5,4-Dec-2016,700.0
8,97.0,110.0,8.0,50.0,4.0,8.0,1008.7,0.0,NW,0.6,5-Apr-2014,2299.0
12,55.0,69.0,2.0,23.0,165.0,31.4,998.0,0.0,S,2.5,10-Aug-2017,800.0
17,46.0,76.0,16.0,46.0,71.0,7.1,1010.4,0.0,S,1.5,26-Feb-2017,700.0
22,129.0,154.0,5.0,35.0,122.0,22.7,1001.6,0.0,E,1.3,29-Apr-2016,1100.0
15,,138.0,4.0,,17.0,17.5,1008.9,0.0,SSE,1.1,18-Oct-2017,800.0
1,97.0,97.0,2.0,47.0,17.0,20.5,1002.8,0.0,SW,1.1,25-May-2015,1100.0
5,15.0,26.0,2.0,18.0,74.0,18.9,1011.7,0.0,NW,1.9,20-May-2016,200.0
15,14.0,59.0,9.0,7.0,75.0,6.0,1013.0,0.0,N,5.3,18-Jan-2016,600.0
10,18.0,27.0,11.0,22.0,86.3226,9.4,1011.4,0.0,NE,3.6,10-Apr-2014,400.0
20,37.0,37.0,2.0,51.0,12.0,8.3,1020.5,0.0,ESE,0.8,26-Oct-2015,700.0
20,45.0,45.0,2.0,38.0,45.0,22.8,998.1,0.0,N,1.4,18-Aug-2017,1600.0
21,87.0,245.0,17.0,69.0,64.0,19.7,999.9,0.0,NNE,1.0,17-Apr-2016,900.0
9,12.0,21.0,7.0,16.0,10.0,4.3,1023.2,0.0,NNW,3.4,27-Feb-2015,400.0
11,21.0,6.0,42.0,24.0,45.0,5.7,1015.4,0.0,NNW,2.3,5-Jan-2015,1222.923
18,89.0,191.0,52.0,48.0,86.0,12.8,1008.3,0.0,SSE,1.6,3-Apr-2014,800.0
10,12.0,24.0,25.0,36.0,32.0,-2.1,1026.5,0.0,NW,3.9,26-Dec-2014,500.0
1,95.0,130.0,6.0,22.0,101.0,26.0,995.6,0.0,ESE,1.9,2-Jun-2016,1000.0
12,16.0,16.0,5.0,23.0,60.0,-3.525,1032.75,0.0,NW,1.9,22-Jan-2018,600.0
16,144.0,158.0,19.0,114.0,16.065,11.7,1020.6,0.0,SW,0.4,31-Oct-2014,1400.0
12,22.0,26.0,14.0,29.0,36.6282,14.2,1010.8,0.0,S,1.8,7-Nov-2014,400.0
23,236.0,238.0,53.0,113.0,11.0,3.5,1015.4,0.0,E,1.1,7-Mar-2016,2100.0
5,23.0,23.0,2.0,11.0,97.0,17.8,1005.1,0.3,E,2.5,5-Sep-2016,500.0
13,25.0,36.0,5.0,32.0,26.0,29.7,997.0,0.0,NW,1.9,13-Aug-2017,1000.0
13,205.0,205.0,13.0,32.0,210.0,29.8,1001.7,0.0,SSE,2.2,28-Jun-2016,1700.0
18,35.0,48.0,2.0,14.0,179.0,30.2,991.8,0.0,E,1.7,28-Jul-2016,400.0
